,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,-0.47,-0.515,0.744,-0.218,0.382,-0.259,-0.867,-0.134,-0.178
AAPL,-0.47,0.0,0.834,-0.817,0.771,0.418,0.461,0.668,0.671,0.177
AMD,-0.515,0.834,0.0,-0.744,0.857,0.424,0.711,0.723,0.404,0.285
AMZN,0.744,-0.817,-0.744,0.0,-0.539,-0.048,-0.358,-0.847,-0.543,-0.23
GOOGL,-0.218,0.771,0.857,-0.539,0.0,0.562,0.726,0.471,0.434,0.254
INTC,0.382,0.418,0.424,-0.048,0.562,0.0,0.376,-0.209,0.342,0.36
MARA,-0.259,0.461,0.711,-0.358,0.726,0.376,0.0,0.374,-0.006,0.414
NVDA,-0.867,0.668,0.723,-0.847,0.471,-0.209,0.374,0.0,0.364,0.138
PLUG,-0.134,0.671,0.404,-0.543,0.434,0.342,-0.006,0.364,0.0,0.147
TSLA,-0.178,0.177,0.285,-0.23,0.254,0.36,0.414,0.138,0.147,0.0
