,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,-0.244,0.613,0.138,0.682,0.557,-0.206,0.79,0.888,-0.132
AAPL,-0.244,0.0,0.204,0.781,0.396,0.525,0.627,0.057,-0.226,0.617
AMD,0.613,0.204,0.0,0.401,0.839,0.828,0.423,0.882,0.637,0.536
AMZN,0.138,0.781,0.401,0.0,0.57,0.632,0.595,0.254,0.154,0.549
GOOGL,0.682,0.396,0.839,0.57,0.0,0.954,0.36,0.897,0.656,0.49
INTC,0.557,0.525,0.828,0.632,0.954,0.0,0.491,0.812,0.514,0.605
MARA,-0.206,0.627,0.423,0.595,0.36,0.491,0.0,0.124,-0.239,0.946
NVDA,0.79,0.057,0.882,0.254,0.897,0.812,0.124,0.0,0.779,0.29
PLUG,0.888,-0.226,0.637,0.154,0.656,0.514,-0.239,0.779,0.0,-0.148
TSLA,-0.132,0.617,0.536,0.549,0.49,0.605,0.946,0.29,-0.148,0.0
