,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.527,0.515,0.603,0.616,-0.24,-0.048,0.522,0.236,-0.526
AAPL,0.527,0.0,0.806,0.693,0.84,0.187,-0.642,0.72,-0.365,-0.587
AMD,0.515,0.806,0.0,0.849,0.87,-0.208,-0.824,0.953,-0.38,-0.891
AMZN,0.603,0.693,0.849,0.0,0.867,-0.356,-0.636,0.927,-0.219,-0.839
GOOGL,0.616,0.84,0.87,0.867,0.0,-0.156,-0.631,0.82,-0.373,-0.758
INTC,-0.24,0.187,-0.208,-0.356,-0.156,0.0,0.105,-0.343,-0.274,0.522
MARA,-0.048,-0.642,-0.824,-0.636,-0.631,0.105,0.0,-0.786,0.609,0.749
NVDA,0.522,0.72,0.953,0.927,0.82,-0.343,-0.786,0.0,-0.25,-0.918
PLUG,0.236,-0.365,-0.38,-0.219,-0.373,-0.274,0.609,-0.25,0.0,0.173
TSLA,-0.526,-0.587,-0.891,-0.839,-0.758,0.522,0.749,-0.918,0.173,0.0
