,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.505,0.238,0.581,0.659,0.286,-0.005,-0.042,0.593,0.437
AAPL,0.505,0.0,0.657,0.617,0.912,0.653,0.113,0.057,0.265,0.027
AMD,0.238,0.657,0.0,0.206,0.587,0.522,-0.322,0.498,-0.2,-0.39
AMZN,0.581,0.617,0.206,0.0,0.629,0.663,0.588,-0.378,0.844,0.656
GOOGL,0.659,0.912,0.587,0.629,0.0,0.678,0.104,-0.053,0.323,0.098
INTC,0.286,0.653,0.522,0.663,0.678,0.0,0.191,-0.332,0.34,0.056
MARA,-0.005,0.113,-0.322,0.588,0.104,0.191,0.0,-0.376,0.679,0.737
NVDA,-0.042,0.057,0.498,-0.378,-0.053,-0.332,-0.376,0.0,-0.465,-0.32
PLUG,0.593,0.265,-0.2,0.844,0.323,0.34,0.679,-0.465,0.0,0.884
TSLA,0.437,0.027,-0.39,0.656,0.098,0.056,0.737,-0.32,0.884,0.0
