,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.675,0.841,0.846,0.713,0.735,0.72,0.765,0.949,0.763
AAPL,0.675,0.0,0.837,0.793,0.787,0.85,0.559,0.828,0.724,0.478
AMD,0.841,0.837,0.0,0.958,0.95,0.975,0.768,0.965,0.893,0.426
AMZN,0.846,0.793,0.958,0.0,0.959,0.933,0.865,0.92,0.897,0.397
GOOGL,0.713,0.787,0.95,0.959,0.0,0.966,0.786,0.935,0.787,0.198
INTC,0.735,0.85,0.975,0.933,0.966,0.0,0.702,0.953,0.808,0.282
MARA,0.72,0.559,0.768,0.865,0.786,0.702,0.0,0.763,0.778,0.351
NVDA,0.765,0.828,0.965,0.92,0.935,0.953,0.763,0.0,0.787,0.366
PLUG,0.949,0.724,0.893,0.897,0.787,0.808,0.778,0.787,0.0,0.67
TSLA,0.763,0.478,0.426,0.397,0.198,0.282,0.351,0.366,0.67,0.0
