,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.898,-0.046,0.644,0.461,0.432,0.651,0.006,0.406,0.6
AAPL,0.898,0.0,-0.177,0.707,0.535,0.399,0.624,-0.109,0.485,0.645
AMD,-0.046,-0.177,0.0,0.211,0.207,0.719,0.374,0.974,-0.083,0.444
AMZN,0.644,0.707,0.211,0.0,0.791,0.54,0.429,0.326,0.612,0.817
GOOGL,0.461,0.535,0.207,0.791,0.0,0.443,0.293,0.321,0.812,0.774
INTC,0.432,0.399,0.719,0.54,0.443,0.0,0.589,0.769,0.094,0.673
MARA,0.651,0.624,0.374,0.429,0.293,0.589,0.0,0.367,0.191,0.619
NVDA,0.006,-0.109,0.974,0.326,0.321,0.769,0.367,0.0,0.01,0.524
PLUG,0.406,0.485,-0.083,0.612,0.812,0.094,0.191,0.01,0.0,0.627
TSLA,0.6,0.645,0.444,0.817,0.774,0.673,0.619,0.524,0.627,0.0
