,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.677,0.656,0.1,0.274,0.796,0.371,0.014,0.473,0.864
AAPL,0.677,0.0,0.939,0.517,0.183,0.786,0.749,0.355,0.454,0.789
AMD,0.656,0.939,0.0,0.584,0.271,0.845,0.744,0.482,0.355,0.802
AMZN,0.1,0.517,0.584,0.0,0.262,0.383,0.677,0.58,0.172,0.438
GOOGL,0.274,0.183,0.271,0.262,0.0,0.52,-0.157,0.596,-0.519,0.168
INTC,0.796,0.786,0.845,0.383,0.52,0.0,0.467,0.355,0.147,0.738
MARA,0.371,0.749,0.744,0.677,-0.157,0.467,0.0,0.231,0.62,0.639
NVDA,0.014,0.355,0.482,0.58,0.596,0.355,0.231,0.0,-0.265,0.207
PLUG,0.473,0.454,0.355,0.172,-0.519,0.147,0.62,-0.265,0.0,0.622
TSLA,0.864,0.789,0.802,0.438,0.168,0.738,0.639,0.207,0.622,0.0
