,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,-0.181,-0.186,-0.208,-0.12,0.071,-0.031,-0.253,-0.496,-0.316
AAPL,-0.181,0.0,0.907,0.935,0.919,0.718,-0.632,0.921,0.673,0.908
AMD,-0.186,0.907,0.0,0.874,0.812,0.726,-0.403,0.866,0.582,0.805
AMZN,-0.208,0.935,0.874,0.0,0.966,0.766,-0.624,0.932,0.737,0.922
GOOGL,-0.12,0.919,0.812,0.966,0.0,0.828,-0.719,0.933,0.655,0.885
INTC,0.071,0.718,0.726,0.766,0.828,0.0,-0.587,0.833,0.368,0.664
MARA,-0.031,-0.632,-0.403,-0.624,-0.719,-0.587,0.0,-0.662,-0.344,-0.663
NVDA,-0.253,0.921,0.866,0.932,0.933,0.833,-0.662,0.0,0.666,0.891
PLUG,-0.496,0.673,0.582,0.737,0.655,0.368,-0.344,0.666,0.0,0.738
TSLA,-0.316,0.908,0.805,0.922,0.885,0.664,-0.663,0.891,0.738,0.0
