,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.183,-0.353,0.375,-0.096,-0.089,-0.369,-0.428,-0.203,-0.425
AAPL,0.183,0.0,-0.147,0.757,0.46,-0.362,-0.302,-0.262,-0.341,-0.404
AMD,-0.353,-0.147,0.0,-0.092,0.129,-0.25,0.073,0.688,-0.042,0.066
AMZN,0.375,0.757,-0.092,0.0,0.194,-0.585,-0.693,-0.364,-0.692,-0.685
GOOGL,-0.096,0.46,0.129,0.194,0.0,0.168,0.35,0.074,0.236,0.319
INTC,-0.089,-0.362,-0.25,-0.585,0.168,0.0,0.79,0.273,0.884,0.867
MARA,-0.369,-0.302,0.073,-0.693,0.35,0.79,0.0,0.439,0.915,0.925
NVDA,-0.428,-0.262,0.688,-0.364,0.074,0.273,0.439,0.0,0.45,0.433
PLUG,-0.203,-0.341,-0.042,-0.692,0.236,0.884,0.915,0.45,0.0,0.873
TSLA,-0.425,-0.404,0.066,-0.685,0.319,0.867,0.925,0.433,0.873,0.0
