,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.512,0.678,0.386,0.142,0.154,0.782,0.44,0.615,0.736
AAPL,0.512,0.0,0.685,0.585,0.454,0.394,0.565,0.661,0.712,0.707
AMD,0.678,0.685,0.0,0.746,0.672,0.376,0.659,0.708,0.688,0.891
AMZN,0.386,0.585,0.746,0.0,0.843,0.623,0.646,0.86,0.759,0.649
GOOGL,0.142,0.454,0.672,0.843,0.0,0.399,0.451,0.757,0.593,0.602
INTC,0.154,0.394,0.376,0.623,0.399,0.0,0.301,0.59,0.534,0.194
MARA,0.782,0.565,0.659,0.646,0.451,0.301,0.0,0.787,0.904,0.741
NVDA,0.44,0.661,0.708,0.86,0.757,0.59,0.787,0.0,0.938,0.717
PLUG,0.615,0.712,0.688,0.759,0.593,0.534,0.904,0.938,0.0,0.74
TSLA,0.736,0.707,0.891,0.649,0.602,0.194,0.741,0.717,0.74,0.0
