,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,-0.12,-0.549,0.638,-0.101,-0.07,-0.064,-0.279,0.49,-0.571
AAPL,-0.12,0.0,0.2,-0.141,0.31,-0.243,0.304,0.291,-0.417,0.224
AMD,-0.549,0.2,0.0,-0.846,0.756,-0.21,0.643,0.844,-0.189,0.912
AMZN,0.638,-0.141,-0.846,0.0,-0.587,0.012,-0.667,-0.652,0.152,-0.904
GOOGL,-0.101,0.31,0.756,-0.587,0.0,-0.563,0.784,0.687,-0.037,0.641
INTC,-0.07,-0.243,-0.21,0.012,-0.563,0.0,-0.162,-0.051,0.28,-0.033
MARA,-0.064,0.304,0.643,-0.667,0.784,-0.162,0.0,0.699,0.134,0.696
NVDA,-0.279,0.291,0.844,-0.652,0.687,-0.051,0.699,0.0,-0.044,0.764
PLUG,0.49,-0.417,-0.189,0.152,-0.037,0.28,0.134,-0.044,0.0,-0.108
TSLA,-0.571,0.224,0.912,-0.904,0.641,-0.033,0.696,0.764,-0.108,0.0
