,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.869,0.641,0.364,0.552,-0.089,-0.295,0.908,-0.488,0.114
AAPL,0.869,0.0,0.695,0.496,0.679,-0.11,-0.232,0.899,-0.517,0.145
AMD,0.641,0.695,0.0,0.543,0.725,-0.113,-0.041,0.65,-0.621,0.428
AMZN,0.364,0.496,0.543,0.0,0.781,-0.537,-0.395,0.287,-0.691,-0.124
GOOGL,0.552,0.679,0.725,0.781,0.0,-0.422,-0.372,0.541,-0.808,0.136
INTC,-0.089,-0.11,-0.113,-0.537,-0.422,0.0,0.722,-0.071,0.558,0.545
MARA,-0.295,-0.232,-0.041,-0.395,-0.372,0.722,0.0,-0.181,0.372,0.653
NVDA,0.908,0.899,0.65,0.287,0.541,-0.071,-0.181,0.0,-0.474,0.131
PLUG,-0.488,-0.517,-0.621,-0.691,-0.808,0.558,0.372,-0.474,0.0,0.065
TSLA,0.114,0.145,0.428,-0.124,0.136,0.545,0.653,0.131,0.065,0.0
