,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.67,-0.318,0.387,0.51,0.599,0.612,0.344,0.841,0.618
AAPL,0.67,0.0,0.015,0.771,0.891,0.866,0.331,0.74,0.471,0.8
AMD,-0.318,0.015,0.0,0.377,-0.1,0.029,-0.143,0.336,-0.149,-0.137
AMZN,0.387,0.771,0.377,0.0,0.665,0.712,0.385,0.867,0.203,0.677
GOOGL,0.51,0.891,-0.1,0.665,0.0,0.863,0.126,0.641,0.345,0.753
INTC,0.599,0.866,0.029,0.712,0.863,0.0,0.192,0.763,0.439,0.562
MARA,0.612,0.331,-0.143,0.385,0.126,0.192,0.0,0.226,0.496,0.491
NVDA,0.344,0.74,0.336,0.867,0.641,0.763,0.226,0.0,0.104,0.529
PLUG,0.841,0.471,-0.149,0.203,0.345,0.439,0.496,0.104,0.0,0.404
TSLA,0.618,0.8,-0.137,0.677,0.753,0.562,0.491,0.529,0.404,0.0
