,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,-0.684,0.497,0.903,0.776,-0.76,0.843,-0.412,0.789,0.815
AAPL,-0.684,0.0,0.024,-0.688,-0.47,0.84,-0.485,0.586,-0.47,-0.353
AMD,0.497,0.024,0.0,0.61,0.77,-0.09,0.746,-0.052,0.56,0.802
AMZN,0.903,-0.688,0.61,0.0,0.858,-0.704,0.915,-0.431,0.818,0.842
GOOGL,0.776,-0.47,0.77,0.858,0.0,-0.647,0.863,-0.59,0.798,0.921
INTC,-0.76,0.84,-0.09,-0.704,-0.647,0.0,-0.561,0.788,-0.572,-0.524
MARA,0.843,-0.485,0.746,0.915,0.863,-0.561,0.0,-0.32,0.824,0.916
NVDA,-0.412,0.586,-0.052,-0.431,-0.59,0.788,-0.32,0.0,-0.447,-0.387
PLUG,0.789,-0.47,0.56,0.818,0.798,-0.572,0.824,-0.447,0.0,0.85
TSLA,0.815,-0.353,0.802,0.842,0.921,-0.524,0.916,-0.387,0.85,0.0
