,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.647,0.325,0.446,-0.113,0.478,0.836,-0.239,-0.103,0.608
AAPL,0.647,0.0,0.811,0.698,0.539,0.845,0.591,0.369,-0.713,0.797
AMD,0.325,0.811,0.0,0.82,0.706,0.823,0.374,0.468,-0.766,0.746
AMZN,0.446,0.698,0.82,0.0,0.473,0.688,0.523,0.138,-0.507,0.718
GOOGL,-0.113,0.539,0.706,0.473,0.0,0.584,-0.188,0.729,-0.591,0.534
INTC,0.478,0.845,0.823,0.688,0.584,0.0,0.547,0.233,-0.556,0.77
MARA,0.836,0.591,0.374,0.523,-0.188,0.547,0.0,-0.448,-0.167,0.53
NVDA,-0.239,0.369,0.468,0.138,0.729,0.233,-0.448,0.0,-0.58,0.256
PLUG,-0.103,-0.713,-0.766,-0.507,-0.591,-0.556,-0.167,-0.58,0.0,-0.436
TSLA,0.608,0.797,0.746,0.718,0.534,0.77,0.53,0.256,-0.436,0.0
