,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.78,0.739,0.654,0.55,0.675,0.927,0.742,0.609,0.378
AAPL,0.78,0.0,0.525,0.607,0.574,0.469,0.764,0.57,0.552,0.396
AMD,0.739,0.525,0.0,0.638,0.713,0.786,0.767,0.954,0.54,0.441
AMZN,0.654,0.607,0.638,0.0,0.869,0.879,0.662,0.565,0.781,0.884
GOOGL,0.55,0.574,0.713,0.869,0.0,0.861,0.595,0.643,0.66,0.811
INTC,0.675,0.469,0.786,0.879,0.861,0.0,0.674,0.732,0.624,0.748
MARA,0.927,0.764,0.767,0.662,0.595,0.674,0.0,0.768,0.687,0.356
NVDA,0.742,0.57,0.954,0.565,0.643,0.732,0.768,0.0,0.432,0.325
PLUG,0.609,0.552,0.54,0.781,0.66,0.624,0.687,0.432,0.0,0.666
TSLA,0.378,0.396,0.441,0.884,0.811,0.748,0.356,0.325,0.666,0.0
