,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.85,0.66,-0.291,0.66,0.749,0.884,0.442,0.84,0.909
AAPL,0.85,0.0,0.574,-0.629,0.447,0.578,0.8,0.58,0.899,0.882
AMD,0.66,0.574,0.0,0.133,0.509,0.741,0.736,0.467,0.767,0.76
AMZN,-0.291,-0.629,0.133,0.0,0.153,0.154,-0.18,-0.377,-0.369,-0.274
GOOGL,0.66,0.447,0.509,0.153,0.0,0.71,0.539,0.336,0.466,0.554
INTC,0.749,0.578,0.741,0.154,0.71,0.0,0.77,0.239,0.632,0.727
MARA,0.884,0.8,0.736,-0.18,0.539,0.77,0.0,0.202,0.863,0.898
NVDA,0.442,0.58,0.467,-0.377,0.336,0.239,0.202,0.0,0.562,0.511
PLUG,0.84,0.899,0.767,-0.369,0.466,0.632,0.863,0.562,0.0,0.918
TSLA,0.909,0.882,0.76,-0.274,0.554,0.727,0.898,0.511,0.918,0.0
