,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.119,-0.7,0.273,0.064,0.187,-0.189,-0.412,-0.012,-0.253
AAPL,0.119,0.0,0.214,0.865,0.753,-0.0,-0.323,0.335,0.134,0.02
AMD,-0.7,0.214,0.0,-0.034,0.106,-0.248,0.231,0.583,0.103,0.217
AMZN,0.273,0.865,-0.034,0.0,0.648,-0.121,-0.599,0.141,-0.156,-0.271
GOOGL,0.064,0.753,0.106,0.648,0.0,0.464,0.049,0.555,0.518,0.475
INTC,0.187,-0.0,-0.248,-0.121,0.464,0.0,0.594,0.489,0.862,0.794
MARA,-0.189,-0.323,0.231,-0.599,0.049,0.594,0.0,0.383,0.762,0.812
NVDA,-0.412,0.335,0.583,0.141,0.555,0.489,0.383,0.0,0.608,0.623
PLUG,-0.012,0.134,0.103,-0.156,0.518,0.862,0.762,0.608,0.0,0.913
TSLA,-0.253,0.02,0.217,-0.271,0.475,0.794,0.812,0.623,0.913,0.0
