,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,-0.676,-0.475,0.743,-0.245,0.5,-0.322,-0.916,0.007,-0.178
AAPL,-0.676,0.0,0.712,-0.743,0.666,0.172,0.57,0.769,0.332,0.45
AMD,-0.475,0.712,0.0,-0.632,0.834,0.359,0.766,0.596,0.207,0.536
AMZN,0.743,-0.743,-0.632,0.0,-0.403,0.097,-0.383,-0.747,-0.384,-0.417
GOOGL,-0.245,0.666,0.834,-0.403,0.0,0.504,0.819,0.42,0.215,0.58
INTC,0.5,0.172,0.359,0.097,0.504,0.0,0.31,-0.393,0.309,0.359
MARA,-0.322,0.57,0.766,-0.383,0.819,0.31,0.0,0.415,-0.049,0.52
NVDA,-0.916,0.769,0.596,-0.747,0.42,-0.393,0.415,0.0,0.093,0.182
PLUG,0.007,0.332,0.207,-0.384,0.215,0.309,-0.049,0.093,0.0,0.392
TSLA,-0.178,0.45,0.536,-0.417,0.58,0.359,0.52,0.182,0.392,0.0
