,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,-0.678,0.001,-0.48,-0.544,0.457,0.654,0.23,0.748,0.579
AAPL,-0.678,0.0,0.182,0.811,0.946,-0.123,-0.67,0.0,-0.844,-0.474
AMD,0.001,0.182,0.0,0.225,0.172,0.441,0.484,0.84,0.263,0.362
AMZN,-0.48,0.811,0.225,0.0,0.818,-0.032,-0.402,0.279,-0.59,-0.424
GOOGL,-0.544,0.946,0.172,0.818,0.0,0.002,-0.623,0.068,-0.785,-0.397
INTC,0.457,-0.123,0.441,-0.032,0.002,0.0,0.582,0.681,0.424,0.671
MARA,0.654,-0.67,0.484,-0.402,-0.623,0.582,0.0,0.66,0.935,0.639
NVDA,0.23,0.0,0.84,0.279,0.068,0.681,0.66,0.0,0.441,0.464
PLUG,0.748,-0.844,0.263,-0.59,-0.785,0.424,0.935,0.441,0.0,0.614
TSLA,0.579,-0.474,0.362,-0.424,-0.397,0.671,0.639,0.464,0.614,0.0
