,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,-0.691,-0.419,-0.758,-0.668,-0.274,-0.418,-0.697,0.496,0.785
AAPL,-0.691,0.0,0.796,0.922,0.871,0.309,0.809,0.859,-0.122,-0.466
AMD,-0.419,0.796,0.0,0.803,0.83,0.465,0.787,0.832,0.228,-0.216
AMZN,-0.758,0.922,0.803,0.0,0.937,0.41,0.728,0.945,-0.061,-0.599
GOOGL,-0.668,0.871,0.83,0.937,0.0,0.478,0.825,0.94,-0.013,-0.58
INTC,-0.274,0.309,0.465,0.41,0.478,0.0,0.35,0.482,-0.217,-0.028
MARA,-0.418,0.809,0.787,0.728,0.825,0.35,0.0,0.742,-0.014,-0.292
NVDA,-0.697,0.859,0.832,0.945,0.94,0.482,0.742,0.0,0.028,-0.617
PLUG,0.496,-0.122,0.228,-0.061,-0.013,-0.217,-0.014,0.028,0.0,0.237
TSLA,0.785,-0.466,-0.216,-0.599,-0.58,-0.028,-0.292,-0.617,0.237,0.0
