,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,-0.289,0.01,-0.228,0.249,0.13,0.084,0.145,0.378,0.468
AAPL,-0.289,0.0,0.238,-0.504,-0.615,-0.548,-0.466,0.011,0.3,-0.231
AMD,0.01,0.238,0.0,-0.017,0.402,0.402,0.599,0.858,0.34,0.367
AMZN,-0.228,-0.504,-0.017,0.0,0.661,0.561,0.555,-0.066,-0.658,0.086
GOOGL,0.249,-0.615,0.402,0.661,0.0,0.705,0.838,0.467,-0.129,0.429
INTC,0.13,-0.548,0.402,0.561,0.705,0.0,0.709,0.404,-0.452,0.479
MARA,0.084,-0.466,0.599,0.555,0.838,0.709,0.0,0.569,-0.003,0.487
NVDA,0.145,0.011,0.858,-0.066,0.467,0.404,0.569,0.0,0.391,0.371
PLUG,0.378,0.3,0.34,-0.658,-0.129,-0.452,-0.003,0.391,0.0,0.074
TSLA,0.468,-0.231,0.367,0.086,0.429,0.479,0.487,0.371,0.074,0.0
