,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.364,0.283,0.082,0.239,0.536,0.249,0.254,0.553,0.118
AAPL,0.364,0.0,0.551,0.824,0.937,0.73,-0.457,0.934,0.785,0.901
AMD,0.283,0.551,0.0,0.511,0.452,0.503,0.104,0.525,0.384,0.402
AMZN,0.082,0.824,0.511,0.0,0.939,0.52,-0.609,0.837,0.63,0.902
GOOGL,0.239,0.937,0.452,0.939,0.0,0.651,-0.622,0.908,0.748,0.95
INTC,0.536,0.73,0.503,0.52,0.651,0.0,-0.173,0.727,0.712,0.649
MARA,0.249,-0.457,0.104,-0.609,-0.622,-0.173,0.0,-0.465,-0.155,-0.623
NVDA,0.254,0.934,0.525,0.837,0.908,0.727,-0.465,0.0,0.816,0.954
PLUG,0.553,0.785,0.384,0.63,0.748,0.712,-0.155,0.816,0.0,0.752
TSLA,0.118,0.901,0.402,0.902,0.95,0.649,-0.623,0.954,0.752,0.0
