,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.254,0.362,0.616,0.345,0.627,0.114,0.546,0.761,-0.078
AAPL,0.254,0.0,0.761,0.742,0.809,0.766,-0.372,0.693,0.571,-0.348
AMD,0.362,0.761,0.0,0.607,0.949,0.865,-0.747,0.959,0.486,-0.653
AMZN,0.616,0.742,0.607,0.0,0.639,0.752,-0.026,0.678,0.872,-0.029
GOOGL,0.345,0.809,0.949,0.639,0.0,0.859,-0.701,0.927,0.525,-0.674
INTC,0.627,0.766,0.865,0.752,0.859,0.0,-0.388,0.902,0.76,-0.526
MARA,0.114,-0.372,-0.747,-0.026,-0.701,-0.388,0.0,-0.636,0.137,0.794
NVDA,0.546,0.693,0.959,0.678,0.927,0.902,-0.636,0.0,0.609,-0.601
PLUG,0.761,0.571,0.486,0.872,0.525,0.76,0.137,0.609,0.0,-0.069
TSLA,-0.078,-0.348,-0.653,-0.029,-0.674,-0.526,0.794,-0.601,-0.069,0.0
