,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,-0.223,0.498,-0.137,-0.107,0.203,-0.256,0.632,0.463,-0.543
AAPL,-0.223,0.0,-0.166,0.189,0.167,0.007,-0.016,-0.315,-0.46,0.692
AMD,0.498,-0.166,0.0,0.636,0.237,0.608,0.506,0.472,0.525,-0.003
AMZN,-0.137,0.189,0.636,0.0,0.483,0.526,0.802,-0.02,0.196,0.572
GOOGL,-0.107,0.167,0.237,0.483,0.0,0.281,0.066,0.301,0.364,0.439
INTC,0.203,0.007,0.608,0.526,0.281,0.0,0.282,0.246,0.152,0.087
MARA,-0.256,-0.016,0.506,0.802,0.066,0.282,0.0,-0.369,0.061,0.485
NVDA,0.632,-0.315,0.472,-0.02,0.301,0.246,-0.369,0.0,0.727,-0.454
PLUG,0.463,-0.46,0.525,0.196,0.364,0.152,0.061,0.727,0.0,-0.285
TSLA,-0.543,0.692,-0.003,0.572,0.439,0.087,0.485,-0.454,-0.285,0.0
