,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,-0.455,-0.468,0.321,-0.735,-0.511,-0.507,-0.716,-0.752,0.595
AAPL,-0.455,0.0,0.629,-0.052,0.777,0.666,0.76,0.711,0.507,-0.244
AMD,-0.468,0.629,0.0,0.409,0.787,0.694,0.809,0.914,0.852,0.119
AMZN,0.321,-0.052,0.409,0.0,-0.046,0.238,0.034,0.133,0.191,0.754
GOOGL,-0.735,0.777,0.787,-0.046,0.0,0.778,0.767,0.891,0.802,-0.227
INTC,-0.511,0.666,0.694,0.238,0.778,0.0,0.547,0.709,0.677,-0.116
MARA,-0.507,0.76,0.809,0.034,0.767,0.547,0.0,0.854,0.731,-0.237
NVDA,-0.716,0.711,0.914,0.133,0.891,0.709,0.854,0.0,0.922,-0.183
PLUG,-0.752,0.507,0.852,0.191,0.802,0.677,0.731,0.922,0.0,-0.141
TSLA,0.595,-0.244,0.119,0.754,-0.227,-0.116,-0.237,-0.183,-0.141,0.0
