,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,-0.579,-0.269,0.769,-0.176,0.597,-0.179,-0.278,0.797,-0.028
AAPL,-0.579,0.0,0.292,-0.539,0.667,-0.161,0.461,0.444,-0.546,0.144
AMD,-0.269,0.292,0.0,-0.364,-0.041,0.47,0.103,0.375,-0.09,0.755
AMZN,0.769,-0.539,-0.364,0.0,-0.158,0.282,-0.466,-0.242,0.532,-0.32
GOOGL,-0.176,0.667,-0.041,-0.158,0.0,0.068,0.713,0.717,-0.173,0.086
INTC,0.597,-0.161,0.47,0.282,0.068,0.0,0.158,0.224,0.655,0.647
MARA,-0.179,0.461,0.103,-0.466,0.713,0.158,0.0,0.618,-0.073,0.327
NVDA,-0.278,0.444,0.375,-0.242,0.717,0.224,0.618,0.0,-0.214,0.428
PLUG,0.797,-0.546,-0.09,0.532,-0.173,0.655,-0.073,-0.214,0.0,0.159
TSLA,-0.028,0.144,0.755,-0.32,0.086,0.647,0.327,0.428,0.159,0.0
