,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.29,-0.602,0.215,0.238,0.274,-0.015,-0.321,0.252,0.055
AAPL,0.29,0.0,-0.006,0.841,0.794,0.129,-0.246,0.26,0.347,0.291
AMD,-0.602,-0.006,0.0,-0.067,-0.026,-0.328,0.191,0.629,-0.056,0.086
AMZN,0.215,0.841,-0.067,0.0,0.732,0.014,-0.549,0.216,0.022,-0.068
GOOGL,0.238,0.794,-0.026,0.732,0.0,0.477,0.006,0.452,0.563,0.547
INTC,0.274,0.129,-0.328,0.014,0.477,0.0,0.514,0.352,0.818,0.707
MARA,-0.015,-0.246,0.191,-0.549,0.006,0.514,0.0,0.271,0.68,0.749
NVDA,-0.321,0.26,0.629,0.216,0.452,0.352,0.271,0.0,0.422,0.432
PLUG,0.252,0.347,-0.056,0.022,0.563,0.818,0.68,0.422,0.0,0.91
TSLA,0.055,0.291,0.086,-0.068,0.547,0.707,0.749,0.432,0.91,0.0
