,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.618,0.707,0.135,0.567,0.584,-0.681,0.768,0.454,0.896
AAPL,0.618,0.0,0.958,0.503,0.87,0.643,-0.523,0.89,0.799,0.818
AMD,0.707,0.958,0.0,0.456,0.884,0.685,-0.573,0.909,0.752,0.861
AMZN,0.135,0.503,0.456,0.0,0.369,0.774,-0.184,0.355,0.466,0.257
GOOGL,0.567,0.87,0.884,0.369,0.0,0.508,-0.515,0.741,0.68,0.724
INTC,0.584,0.643,0.685,0.774,0.508,0.0,-0.645,0.576,0.533,0.626
MARA,-0.681,-0.523,-0.573,-0.184,-0.515,-0.645,0.0,-0.449,-0.4,-0.633
NVDA,0.768,0.89,0.909,0.355,0.741,0.576,-0.449,0.0,0.715,0.888
PLUG,0.454,0.799,0.752,0.466,0.68,0.533,-0.4,0.715,0.0,0.74
TSLA,0.896,0.818,0.861,0.257,0.724,0.626,-0.633,0.888,0.74,0.0
