,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,-0.42,0.276,-0.425,-0.161,0.495,0.691,-0.058,0.275,-0.028
AAPL,-0.42,0.0,0.376,0.55,0.125,0.171,-0.039,0.642,0.267,0.596
AMD,0.276,0.376,0.0,0.54,-0.301,0.894,0.528,0.854,0.917,0.701
AMZN,-0.425,0.55,0.54,0.0,-0.024,0.287,-0.146,0.719,0.609,0.527
GOOGL,-0.161,0.125,-0.301,-0.024,0.0,-0.568,0.019,-0.054,-0.455,0.07
INTC,0.495,0.171,0.894,0.287,-0.568,0.0,0.548,0.646,0.887,0.489
MARA,0.691,-0.039,0.528,-0.146,0.019,0.548,0.0,0.256,0.414,0.462
NVDA,-0.058,0.642,0.854,0.719,-0.054,0.646,0.256,0.0,0.733,0.699
PLUG,0.275,0.267,0.917,0.609,-0.455,0.887,0.414,0.733,0.0,0.613
TSLA,-0.028,0.596,0.701,0.527,0.07,0.489,0.462,0.699,0.613,0.0
