,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.744,0.734,0.926,0.816,0.674,0.922,0.701,0.512,0.925
AAPL,0.744,0.0,0.965,0.915,0.951,0.97,0.714,0.969,0.174,0.76
AMD,0.734,0.965,0.0,0.894,0.941,0.984,0.691,0.992,0.261,0.732
AMZN,0.926,0.915,0.894,0.0,0.958,0.877,0.894,0.873,0.337,0.881
GOOGL,0.816,0.951,0.941,0.958,0.0,0.948,0.804,0.935,0.186,0.766
INTC,0.674,0.97,0.984,0.877,0.948,0.0,0.65,0.985,0.148,0.66
MARA,0.922,0.714,0.691,0.894,0.804,0.65,0.0,0.667,0.401,0.908
NVDA,0.701,0.969,0.992,0.873,0.935,0.985,0.667,0.0,0.191,0.701
PLUG,0.512,0.174,0.261,0.337,0.186,0.148,0.401,0.191,0.0,0.524
TSLA,0.925,0.76,0.732,0.881,0.766,0.66,0.908,0.701,0.524,0.0
