,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.366,-0.167,0.421,0.302,-0.139,0.384,0.155,0.493,-0.252
AAPL,0.366,0.0,0.061,0.182,0.163,0.07,0.153,0.19,-0.074,0.048
AMD,-0.167,0.061,0.0,-0.818,0.792,-0.445,0.716,0.587,-0.188,0.893
AMZN,0.421,0.182,-0.818,0.0,-0.548,0.439,-0.393,-0.179,0.413,-0.733
GOOGL,0.302,0.163,0.792,-0.548,0.0,-0.726,0.789,0.39,-0.114,0.552
INTC,-0.139,0.07,-0.445,0.439,-0.726,0.0,-0.382,0.175,0.396,-0.132
MARA,0.384,0.153,0.716,-0.393,0.789,-0.382,0.0,0.675,0.184,0.636
NVDA,0.155,0.19,0.587,-0.179,0.39,0.175,0.675,0.0,0.396,0.685
PLUG,0.493,-0.074,-0.188,0.413,-0.114,0.396,0.184,0.396,0.0,-0.037
TSLA,-0.252,0.048,0.893,-0.733,0.552,-0.132,0.636,0.685,-0.037,0.0
