,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,-0.464,0.041,0.021,-0.197,0.28,-0.5,-0.245,0.445,0.055
AAPL,-0.464,0.0,0.471,0.717,0.903,0.576,0.794,0.861,-0.054,0.64
AMD,0.041,0.471,0.0,0.691,0.339,0.631,0.424,0.693,0.427,0.699
AMZN,0.021,0.717,0.691,0.0,0.686,0.811,0.592,0.839,0.123,0.777
GOOGL,-0.197,0.903,0.339,0.686,0.0,0.685,0.62,0.751,0.04,0.618
INTC,0.28,0.576,0.631,0.811,0.685,0.0,0.323,0.721,0.325,0.668
MARA,-0.5,0.794,0.424,0.592,0.62,0.323,0.0,0.734,-0.022,0.553
NVDA,-0.245,0.861,0.693,0.839,0.751,0.721,0.734,0.0,-0.035,0.675
PLUG,0.445,-0.054,0.427,0.123,0.04,0.325,-0.022,-0.035,0.0,0.434
TSLA,0.055,0.64,0.699,0.777,0.618,0.668,0.553,0.675,0.434,0.0
