,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.503,-0.142,0.365,0.141,0.34,0.521,-0.1,0.386,0.427
AAPL,0.503,0.0,-0.088,0.577,0.244,0.446,0.331,-0.29,0.336,0.609
AMD,-0.142,-0.088,0.0,0.439,0.731,0.015,-0.614,0.899,-0.822,-0.7
AMZN,0.365,0.577,0.439,0.0,0.825,0.259,-0.115,0.437,-0.236,-0.054
GOOGL,0.141,0.244,0.731,0.825,0.0,0.054,-0.41,0.759,-0.595,-0.462
INTC,0.34,0.446,0.015,0.259,0.054,0.0,0.626,-0.256,0.51,0.56
MARA,0.521,0.331,-0.614,-0.115,-0.41,0.626,0.0,-0.697,0.891,0.845
NVDA,-0.1,-0.29,0.899,0.437,0.759,-0.256,-0.697,0.0,-0.89,-0.864
PLUG,0.386,0.336,-0.822,-0.236,-0.595,0.51,0.891,-0.89,0.0,0.918
TSLA,0.427,0.609,-0.7,-0.054,-0.462,0.56,0.845,-0.864,0.918,0.0
