,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,-0.594,-0.57,-0.386,-0.291,0.616,-0.424,-0.479,-0.513,-0.481
AAPL,-0.594,0.0,0.906,0.627,0.58,-0.555,0.844,0.817,0.71,0.775
AMD,-0.57,0.906,0.0,0.465,0.585,-0.686,0.918,0.919,0.87,0.895
AMZN,-0.386,0.627,0.465,0.0,0.4,0.029,0.471,0.258,0.254,0.182
GOOGL,-0.291,0.58,0.585,0.4,0.0,-0.323,0.601,0.725,0.66,0.68
INTC,0.616,-0.555,-0.686,0.029,-0.323,0.0,-0.459,-0.765,-0.644,-0.794
MARA,-0.424,0.844,0.918,0.471,0.601,-0.459,0.0,0.835,0.867,0.818
NVDA,-0.479,0.817,0.919,0.258,0.725,-0.765,0.835,0.0,0.898,0.986
PLUG,-0.513,0.71,0.87,0.254,0.66,-0.644,0.867,0.898,0.0,0.905
TSLA,-0.481,0.775,0.895,0.182,0.68,-0.794,0.818,0.986,0.905,0.0
