,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.273,0.322,0.351,-0.102,0.708,0.787,0.449,-0.091,0.444
AAPL,0.273,0.0,0.868,0.649,0.474,0.345,0.411,0.916,0.46,0.679
AMD,0.322,0.868,0.0,0.493,0.494,0.191,0.502,0.824,0.748,0.803
AMZN,0.351,0.649,0.493,0.0,0.302,0.709,0.608,0.783,0.188,0.705
GOOGL,-0.102,0.474,0.494,0.302,0.0,0.056,0.023,0.289,0.477,0.309
INTC,0.708,0.345,0.191,0.709,0.056,0.0,0.734,0.55,-0.202,0.431
MARA,0.787,0.411,0.502,0.608,0.023,0.734,0.0,0.651,0.237,0.732
NVDA,0.449,0.916,0.824,0.783,0.289,0.55,0.651,0.0,0.372,0.773
PLUG,-0.091,0.46,0.748,0.188,0.477,-0.202,0.237,0.372,0.0,0.66
TSLA,0.444,0.679,0.803,0.705,0.309,0.431,0.732,0.773,0.66,0.0
