,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.69,0.458,0.655,0.479,0.587,0.448,0.496,0.411,0.589
AAPL,0.69,0.0,0.69,0.87,0.596,0.696,0.357,0.799,0.569,0.877
AMD,0.458,0.69,0.0,0.855,0.79,0.27,0.212,0.961,0.739,0.824
AMZN,0.655,0.87,0.855,0.0,0.835,0.54,0.281,0.866,0.707,0.925
GOOGL,0.479,0.596,0.79,0.835,0.0,0.249,0.056,0.724,0.641,0.728
INTC,0.587,0.696,0.27,0.54,0.249,0.0,0.558,0.357,0.456,0.614
MARA,0.448,0.357,0.212,0.281,0.056,0.558,0.0,0.231,0.392,0.323
NVDA,0.496,0.799,0.961,0.866,0.724,0.357,0.231,0.0,0.688,0.859
PLUG,0.411,0.569,0.739,0.707,0.641,0.456,0.392,0.688,0.0,0.846
TSLA,0.589,0.877,0.824,0.925,0.728,0.614,0.323,0.859,0.846,0.0
