,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.153,-0.133,-0.112,-0.085,0.23,0.134,0.059,0.637,0.092
AAPL,0.153,0.0,0.668,0.616,-0.516,-0.421,0.875,0.9,0.51,-0.081
AMD,-0.133,0.668,0.0,0.317,-0.595,-0.898,0.868,0.774,0.049,-0.372
AMZN,-0.112,0.616,0.317,0.0,0.05,-0.088,0.433,0.685,0.348,0.29
GOOGL,-0.085,-0.516,-0.595,0.05,0.0,0.672,-0.618,-0.398,-0.012,0.727
INTC,0.23,-0.421,-0.898,-0.088,0.672,0.0,-0.68,-0.502,0.223,0.577
MARA,0.134,0.875,0.868,0.433,-0.618,-0.68,0.0,0.898,0.425,-0.26
NVDA,0.059,0.9,0.774,0.685,-0.398,-0.502,0.898,0.0,0.496,-0.034
PLUG,0.637,0.51,0.049,0.348,-0.012,0.223,0.425,0.496,0.0,0.203
TSLA,0.092,-0.081,-0.372,0.29,0.727,0.577,-0.26,-0.034,0.203,0.0
