,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.344,0.338,0.284,0.146,0.158,0.524,0.282,0.335,0.475
AAPL,0.344,0.0,0.604,0.98,0.54,-0.575,0.571,0.937,0.878,0.902
AMD,0.338,0.604,0.0,0.606,0.593,-0.021,0.475,0.681,0.358,0.701
AMZN,0.284,0.98,0.606,0.0,0.561,-0.574,0.554,0.954,0.879,0.898
GOOGL,0.146,0.54,0.593,0.561,0.0,0.125,0.363,0.58,0.474,0.46
INTC,0.158,-0.575,-0.021,-0.574,0.125,0.0,-0.057,-0.492,-0.462,-0.501
MARA,0.524,0.571,0.475,0.554,0.363,-0.057,0.0,0.585,0.579,0.578
NVDA,0.282,0.937,0.681,0.954,0.58,-0.492,0.585,0.0,0.794,0.875
PLUG,0.335,0.878,0.358,0.879,0.474,-0.462,0.579,0.794,0.0,0.703
TSLA,0.475,0.902,0.701,0.898,0.46,-0.501,0.578,0.875,0.703,0.0
