,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.95,-0.425,0.757,-0.649,0.424,0.813,0.591,0.417,0.765
AAPL,0.95,0.0,-0.528,0.854,-0.635,0.376,0.855,0.649,0.303,0.771
AMD,-0.425,-0.528,0.0,-0.568,0.736,0.069,-0.741,-0.308,0.426,-0.185
AMZN,0.757,0.854,-0.568,0.0,-0.486,0.162,0.785,0.506,0.088,0.552
GOOGL,-0.649,-0.635,0.736,-0.486,0.0,-0.07,-0.735,-0.244,0.144,-0.377
INTC,0.424,0.376,0.069,0.162,-0.07,0.0,0.041,0.761,0.631,0.576
MARA,0.813,0.855,-0.741,0.785,-0.735,0.041,0.0,0.455,-0.0,0.615
NVDA,0.591,0.649,-0.308,0.506,-0.244,0.761,0.455,0.0,0.454,0.802
PLUG,0.417,0.303,0.426,0.088,0.144,0.631,-0.0,0.454,0.0,0.583
TSLA,0.765,0.771,-0.185,0.552,-0.377,0.576,0.615,0.802,0.583,0.0
