,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.392,-0.453,0.594,0.423,-0.654,-0.355,-0.052,0.685,0.406
AAPL,0.392,0.0,-0.744,0.442,0.822,-0.586,-0.743,-0.311,0.241,0.794
AMD,-0.453,-0.744,0.0,-0.436,-0.822,0.866,0.742,0.756,-0.256,-0.805
AMZN,0.594,0.442,-0.436,0.0,0.666,-0.488,0.02,-0.341,0.689,0.727
GOOGL,0.423,0.822,-0.822,0.666,0.0,-0.672,-0.568,-0.6,0.278,0.921
INTC,-0.654,-0.586,0.866,-0.488,-0.672,0.0,0.599,0.557,-0.371,-0.68
MARA,-0.355,-0.743,0.742,0.02,-0.568,0.599,0.0,0.267,0.045,-0.437
NVDA,-0.052,-0.311,0.756,-0.341,-0.6,0.557,0.267,0.0,-0.11,-0.669
PLUG,0.685,0.241,-0.256,0.689,0.278,-0.371,0.045,-0.11,0.0,0.34
TSLA,0.406,0.794,-0.805,0.727,0.921,-0.68,-0.437,-0.669,0.34,0.0
