,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.691,0.149,0.618,0.415,-0.021,0.771,0.437,0.872,0.707
AAPL,0.691,0.0,0.543,0.963,0.568,-0.408,0.661,0.798,0.917,0.949
AMD,0.149,0.543,0.0,0.663,0.452,0.068,0.307,0.833,0.433,0.463
AMZN,0.618,0.963,0.663,0.0,0.572,-0.37,0.65,0.869,0.864,0.939
GOOGL,0.415,0.568,0.452,0.572,0.0,0.241,0.405,0.525,0.501,0.56
INTC,-0.021,-0.408,0.068,-0.37,0.241,0.0,-0.055,-0.209,-0.222,-0.41
MARA,0.771,0.661,0.307,0.65,0.405,-0.055,0.0,0.514,0.769,0.733
NVDA,0.437,0.798,0.833,0.869,0.525,-0.209,0.514,0.0,0.683,0.755
PLUG,0.872,0.917,0.433,0.864,0.501,-0.222,0.769,0.683,0.0,0.885
TSLA,0.707,0.949,0.463,0.939,0.56,-0.41,0.733,0.755,0.885,0.0
