,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.105,0.199,-0.025,0.032,-0.017,0.415,0.172,0.377,0.168
AAPL,0.105,0.0,0.919,0.905,0.98,0.847,-0.269,0.843,0.818,0.901
AMD,0.199,0.919,0.0,0.925,0.915,0.871,-0.194,0.915,0.93,0.956
AMZN,-0.025,0.905,0.925,0.0,0.905,0.763,-0.361,0.756,0.833,0.947
GOOGL,0.032,0.98,0.915,0.905,0.0,0.879,-0.27,0.843,0.815,0.893
INTC,-0.017,0.847,0.871,0.763,0.879,0.0,-0.194,0.921,0.791,0.8
MARA,0.415,-0.269,-0.194,-0.361,-0.27,-0.194,0.0,-0.152,-0.019,-0.262
NVDA,0.172,0.843,0.915,0.756,0.843,0.921,-0.152,0.0,0.832,0.834
PLUG,0.377,0.818,0.93,0.833,0.815,0.791,-0.019,0.832,0.0,0.918
TSLA,0.168,0.901,0.956,0.947,0.893,0.8,-0.262,0.834,0.918,0.0
