,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,-0.344,0.832,-0.308,-0.513,0.542,-0.715,0.487,0.831,0.692
AAPL,-0.344,0.0,-0.407,0.666,0.231,-0.113,0.412,0.329,-0.291,-0.261
AMD,0.832,-0.407,0.0,-0.547,-0.394,0.73,-0.406,0.357,0.859,0.893
AMZN,-0.308,0.666,-0.547,0.0,0.086,-0.521,0.068,0.133,-0.324,-0.594
GOOGL,-0.513,0.231,-0.394,0.086,0.0,0.095,0.47,-0.289,-0.627,-0.32
INTC,0.542,-0.113,0.73,-0.521,0.095,0.0,-0.064,0.268,0.5,0.806
MARA,-0.715,0.412,-0.406,0.068,0.47,-0.064,0.0,-0.044,-0.568,-0.192
NVDA,0.487,0.329,0.357,0.133,-0.289,0.268,-0.044,0.0,0.319,0.294
PLUG,0.831,-0.291,0.859,-0.324,-0.627,0.5,-0.568,0.319,0.0,0.811
TSLA,0.692,-0.261,0.893,-0.594,-0.32,0.806,-0.192,0.294,0.811,0.0
