,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.585,0.676,-0.222,-0.207,0.771,0.622,0.776,-0.7,0.208
AAPL,0.585,0.0,0.359,0.171,0.218,0.546,0.854,0.427,-0.312,0.58
AMD,0.676,0.359,0.0,-0.568,-0.542,0.858,0.426,0.925,-0.64,0.239
AMZN,-0.222,0.171,-0.568,0.0,0.939,-0.613,0.207,-0.651,0.6,0.04
GOOGL,-0.207,0.218,-0.542,0.939,0.0,-0.52,0.155,-0.646,0.62,0.01
INTC,0.771,0.546,0.858,-0.613,-0.52,0.0,0.488,0.923,-0.782,0.201
MARA,0.622,0.854,0.426,0.207,0.155,0.488,0.0,0.454,-0.274,0.609
NVDA,0.776,0.427,0.925,-0.651,-0.646,0.923,0.454,0.0,-0.831,0.21
PLUG,-0.7,-0.312,-0.64,0.6,0.62,-0.782,-0.274,-0.831,0.0,0.141
TSLA,0.208,0.58,0.239,0.04,0.01,0.201,0.609,0.21,0.141,0.0
