,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,-0.659,-0.339,-0.472,0.101,-0.324,-0.639,0.209,0.633,-0.515
AAPL,-0.659,0.0,0.58,0.6,0.171,0.554,0.434,0.067,-0.626,0.654
AMD,-0.339,0.58,0.0,0.74,0.637,0.792,0.454,0.663,0.052,0.391
AMZN,-0.472,0.6,0.74,0.0,0.729,0.672,0.78,0.266,-0.051,0.745
GOOGL,0.101,0.171,0.637,0.729,0.0,0.553,0.426,0.485,0.441,0.373
INTC,-0.324,0.554,0.792,0.672,0.553,0.0,0.325,0.477,-0.187,0.348
MARA,-0.639,0.434,0.454,0.78,0.426,0.325,0.0,-0.172,-0.137,0.773
NVDA,0.209,0.067,0.663,0.266,0.485,0.477,-0.172,0.0,0.466,-0.257
PLUG,0.633,-0.626,0.052,-0.051,0.441,-0.187,-0.137,0.466,0.0,-0.377
TSLA,-0.515,0.654,0.391,0.745,0.373,0.348,0.773,-0.257,-0.377,0.0
