,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.215,0.043,0.626,-0.066,0.519,0.625,0.159,0.71,0.521
AAPL,0.215,0.0,0.753,0.66,0.709,0.855,0.052,0.582,0.501,0.114
AMD,0.043,0.753,0.0,0.52,0.862,0.678,-0.396,0.855,0.21,0.203
AMZN,0.626,0.66,0.52,0.0,0.382,0.848,0.488,0.483,0.89,0.613
GOOGL,-0.066,0.709,0.862,0.382,0.0,0.546,-0.42,0.882,0.098,0.237
INTC,0.519,0.855,0.678,0.848,0.546,0.0,0.344,0.574,0.754,0.444
MARA,0.625,0.052,-0.396,0.488,-0.42,0.344,0.0,-0.318,0.78,0.466
NVDA,0.159,0.582,0.855,0.483,0.882,0.574,-0.318,0.0,0.211,0.429
PLUG,0.71,0.501,0.21,0.89,0.098,0.754,0.78,0.211,0.0,0.654
TSLA,0.521,0.114,0.203,0.613,0.237,0.444,0.466,0.429,0.654,0.0
