,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.863,0.625,-0.368,0.185,0.641,0.876,0.613,0.836,0.926
AAPL,0.863,0.0,0.555,-0.667,0.063,0.488,0.824,0.693,0.902,0.887
AMD,0.625,0.555,0.0,0.111,0.26,0.702,0.727,0.579,0.742,0.732
AMZN,-0.368,-0.667,0.111,0.0,0.312,0.197,-0.25,-0.41,-0.426,-0.342
GOOGL,0.185,0.063,0.26,0.312,0.0,0.568,0.183,0.152,0.09,0.077
INTC,0.641,0.488,0.702,0.197,0.568,0.0,0.694,0.329,0.537,0.622
MARA,0.876,0.824,0.727,-0.25,0.183,0.694,0.0,0.42,0.871,0.938
NVDA,0.613,0.693,0.579,-0.41,0.152,0.329,0.42,0.0,0.702,0.598
PLUG,0.836,0.902,0.742,-0.426,0.09,0.537,0.871,0.702,0.0,0.923
TSLA,0.926,0.887,0.732,-0.342,0.077,0.622,0.938,0.598,0.923,0.0
