,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,-0.073,0.595,0.383,0.112,-0.068,0.476,0.178,0.221,0.621
AAPL,-0.073,0.0,0.461,0.479,0.592,0.432,0.357,0.669,0.651,0.519
AMD,0.595,0.461,0.0,0.733,0.684,0.284,0.519,0.598,0.504,0.869
AMZN,0.383,0.479,0.733,0.0,0.821,0.568,0.617,0.779,0.679,0.628
GOOGL,0.112,0.592,0.684,0.821,0.0,0.46,0.57,0.795,0.691,0.628
INTC,-0.068,0.432,0.284,0.568,0.46,0.0,0.286,0.625,0.571,0.127
MARA,0.476,0.357,0.519,0.617,0.57,0.286,0.0,0.801,0.869,0.64
NVDA,0.178,0.669,0.598,0.779,0.795,0.625,0.801,0.0,0.952,0.631
PLUG,0.221,0.651,0.504,0.679,0.691,0.571,0.869,0.952,0.0,0.597
TSLA,0.621,0.519,0.869,0.628,0.628,0.127,0.64,0.631,0.597,0.0
