,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,-0.527,0.128,0.07,-0.307,0.374,-0.543,-0.4,0.439,-0.083
AAPL,-0.527,0.0,-0.23,0.221,0.925,0.26,0.827,0.818,-0.239,0.738
AMD,0.128,-0.23,0.0,0.586,-0.357,0.324,-0.03,0.177,0.625,0.042
AMZN,0.07,0.221,0.586,0.0,0.155,0.51,0.356,0.496,0.311,0.37
GOOGL,-0.307,0.925,-0.357,0.155,0.0,0.381,0.692,0.679,-0.178,0.73
INTC,0.374,0.26,0.324,0.51,0.381,0.0,0.19,0.384,0.508,0.542
MARA,-0.543,0.827,-0.03,0.356,0.692,0.19,0.0,0.825,-0.159,0.61
NVDA,-0.4,0.818,0.177,0.496,0.679,0.384,0.825,0.0,-0.108,0.703
PLUG,0.439,-0.239,0.625,0.311,-0.178,0.508,-0.159,-0.108,0.0,0.17
TSLA,-0.083,0.738,0.042,0.37,0.73,0.542,0.61,0.703,0.17,0.0
