,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,-0.285,-0.104,0.064,0.053,0.412,-0.392,-0.126,0.405,0.125
AAPL,-0.285,0.0,0.662,0.697,0.893,0.618,0.771,0.883,0.152,0.672
AMD,-0.104,0.662,0.0,0.803,0.626,0.583,0.544,0.768,0.324,0.736
AMZN,0.064,0.697,0.803,0.0,0.694,0.76,0.565,0.824,0.218,0.767
GOOGL,0.053,0.893,0.626,0.694,0.0,0.817,0.58,0.815,0.381,0.707
INTC,0.412,0.618,0.583,0.76,0.817,0.0,0.312,0.716,0.399,0.661
MARA,-0.392,0.771,0.544,0.565,0.58,0.312,0.0,0.72,0.106,0.55
NVDA,-0.126,0.883,0.768,0.824,0.815,0.716,0.72,0.0,0.057,0.677
PLUG,0.405,0.152,0.324,0.218,0.381,0.399,0.106,0.057,0.0,0.523
TSLA,0.125,0.672,0.736,0.767,0.707,0.661,0.55,0.677,0.523,0.0
