,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.213,0.206,0.269,0.579,-0.229,0.265,0.029,0.363,-0.062
AAPL,0.213,0.0,0.945,0.977,0.829,-0.755,0.841,0.78,0.929,0.915
AMD,0.206,0.945,0.0,0.959,0.779,-0.654,0.85,0.885,0.881,0.925
AMZN,0.269,0.977,0.959,0.0,0.841,-0.778,0.835,0.804,0.921,0.911
GOOGL,0.579,0.829,0.779,0.841,0.0,-0.679,0.696,0.622,0.851,0.662
INTC,-0.229,-0.755,-0.654,-0.778,-0.679,0.0,-0.408,-0.355,-0.817,-0.66
MARA,0.265,0.841,0.85,0.835,0.696,-0.408,0.0,0.772,0.788,0.755
NVDA,0.029,0.78,0.885,0.804,0.622,-0.355,0.772,0.0,0.633,0.867
PLUG,0.363,0.929,0.881,0.921,0.851,-0.817,0.788,0.633,0.0,0.802
TSLA,-0.062,0.915,0.925,0.911,0.662,-0.66,0.755,0.867,0.802,0.0
