,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,-0.175,0.173,-0.032,-0.276,0.526,0.851,-0.226,0.759,-0.154
AAPL,-0.175,0.0,0.471,0.537,0.188,0.017,-0.173,0.782,0.003,0.627
AMD,0.173,0.471,0.0,0.501,0.425,-0.103,-0.063,0.28,0.445,-0.003
AMZN,-0.032,0.537,0.501,0.0,0.681,-0.36,-0.081,0.456,0.141,0.017
GOOGL,-0.276,0.188,0.425,0.681,0.0,-0.776,-0.487,0.106,-0.16,-0.35
INTC,0.526,0.017,-0.103,-0.36,-0.776,0.0,0.72,0.029,0.435,0.272
MARA,0.851,-0.173,-0.063,-0.081,-0.487,0.72,0.0,-0.171,0.695,-0.005
NVDA,-0.226,0.782,0.28,0.456,0.106,0.029,-0.171,0.0,-0.251,0.725
PLUG,0.759,0.003,0.445,0.141,-0.16,0.435,0.695,-0.251,0.0,-0.096
TSLA,-0.154,0.627,-0.003,0.017,-0.35,0.272,-0.005,0.725,-0.096,0.0
