,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,-0.754,-0.088,-0.615,-0.619,0.594,0.871,-0.715,0.899,-0.604
AAPL,-0.754,0.0,0.384,0.946,0.877,-0.41,-0.595,0.926,-0.882,0.743
AMD,-0.088,0.384,0.0,0.499,0.639,-0.456,-0.248,0.313,-0.136,0.044
AMZN,-0.615,0.946,0.499,0.0,0.922,-0.374,-0.447,0.878,-0.777,0.634
GOOGL,-0.619,0.877,0.639,0.922,0.0,-0.467,-0.524,0.777,-0.743,0.54
INTC,0.594,-0.41,-0.456,-0.374,-0.467,0.0,0.75,-0.386,0.401,-0.316
MARA,0.871,-0.595,-0.248,-0.447,-0.524,0.75,0.0,-0.568,0.746,-0.444
NVDA,-0.715,0.926,0.313,0.878,0.777,-0.386,-0.568,0.0,-0.88,0.831
PLUG,0.899,-0.882,-0.136,-0.777,-0.743,0.401,0.746,-0.88,0.0,-0.703
TSLA,-0.604,0.743,0.044,0.634,0.54,-0.316,-0.444,0.831,-0.703,0.0
