,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,-0.438,0.158,0.718,-0.128,0.794,0.031,-0.104,0.814,0.511
AAPL,-0.438,0.0,0.017,-0.351,0.651,-0.183,0.419,0.419,-0.491,-0.151
AMD,0.158,0.017,0.0,0.632,-0.066,0.514,-0.192,0.183,0.109,0.572
AMZN,0.718,-0.351,0.632,0.0,-0.127,0.825,-0.243,0.068,0.654,0.666
GOOGL,-0.128,0.651,-0.066,-0.127,0.0,0.148,0.784,0.868,-0.13,0.148
INTC,0.794,-0.183,0.514,0.825,0.148,0.0,0.178,0.236,0.703,0.746
MARA,0.031,0.419,-0.192,-0.243,0.784,0.178,0.0,0.673,0.022,0.169
NVDA,-0.104,0.419,0.183,0.068,0.868,0.236,0.673,0.0,-0.124,0.319
PLUG,0.814,-0.491,0.109,0.654,-0.13,0.703,0.022,-0.124,0.0,0.447
TSLA,0.511,-0.151,0.572,0.666,0.148,0.746,0.169,0.319,0.447,0.0
