,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,-0.452,0.76,-0.129,0.588,0.619,0.608,0.669,0.712,0.492
AAPL,-0.452,0.0,-0.091,0.54,0.253,0.215,0.026,0.079,-0.053,0.184
AMD,0.76,-0.091,0.0,0.133,0.863,0.835,0.689,0.93,0.913,0.601
AMZN,-0.129,0.54,0.133,0.0,0.434,0.313,0.418,0.231,0.186,0.247
GOOGL,0.588,0.253,0.863,0.434,0.0,0.922,0.785,0.92,0.857,0.735
INTC,0.619,0.215,0.835,0.313,0.922,0.0,0.737,0.823,0.77,0.819
MARA,0.608,0.026,0.689,0.418,0.785,0.737,0.0,0.69,0.691,0.709
NVDA,0.669,0.079,0.93,0.231,0.92,0.823,0.69,0.0,0.907,0.533
PLUG,0.712,-0.053,0.913,0.186,0.857,0.77,0.691,0.907,0.0,0.595
TSLA,0.492,0.184,0.601,0.247,0.735,0.819,0.709,0.533,0.595,0.0
