,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,-0.599,-0.21,0.651,-0.621,0.005,-0.676,-0.639,-0.301,0.742
AAPL,-0.599,0.0,0.233,-0.425,0.641,0.195,0.593,0.55,0.309,-0.465
AMD,-0.21,0.233,0.0,0.514,0.631,0.606,0.71,0.827,0.906,0.263
AMZN,0.651,-0.425,0.514,0.0,-0.141,0.36,-0.137,0.013,0.339,0.873
GOOGL,-0.621,0.641,0.631,-0.141,0.0,0.639,0.797,0.813,0.721,-0.277
INTC,0.005,0.195,0.606,0.36,0.639,0.0,0.437,0.451,0.589,0.137
MARA,-0.676,0.593,0.71,-0.137,0.797,0.437,0.0,0.924,0.803,-0.378
NVDA,-0.639,0.55,0.827,0.013,0.813,0.451,0.924,0.0,0.846,-0.23
PLUG,-0.301,0.309,0.906,0.339,0.721,0.589,0.803,0.846,0.0,0.103
TSLA,0.742,-0.465,0.263,0.873,-0.277,0.137,-0.378,-0.23,0.103,0.0
