,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.293,0.669,0.39,0.204,0.004,0.692,0.391,0.464,0.745
AAPL,0.293,0.0,0.562,0.553,0.559,0.369,0.486,0.677,0.695,0.63
AMD,0.669,0.562,0.0,0.742,0.693,0.284,0.59,0.658,0.575,0.883
AMZN,0.39,0.553,0.742,0.0,0.852,0.594,0.644,0.839,0.723,0.64
GOOGL,0.204,0.559,0.693,0.852,0.0,0.447,0.543,0.787,0.667,0.618
INTC,0.004,0.369,0.284,0.594,0.447,0.0,0.248,0.591,0.526,0.126
MARA,0.692,0.486,0.59,0.644,0.543,0.248,0.0,0.807,0.885,0.711
NVDA,0.391,0.677,0.658,0.839,0.787,0.591,0.807,0.0,0.947,0.681
PLUG,0.464,0.695,0.575,0.723,0.667,0.526,0.885,0.947,0.0,0.664
TSLA,0.745,0.63,0.883,0.64,0.618,0.126,0.711,0.681,0.664,0.0
