,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.824,0.876,0.923,0.804,0.825,0.853,0.885,0.837,0.862
AAPL,0.824,0.0,0.909,0.942,0.967,0.528,0.95,0.953,0.925,0.881
AMD,0.876,0.909,0.0,0.965,0.933,0.711,0.961,0.973,0.955,0.963
AMZN,0.923,0.942,0.965,0.0,0.945,0.71,0.957,0.975,0.935,0.924
GOOGL,0.804,0.967,0.933,0.945,0.0,0.535,0.97,0.963,0.936,0.895
INTC,0.825,0.528,0.711,0.71,0.535,0.0,0.596,0.627,0.555,0.713
MARA,0.853,0.95,0.961,0.957,0.97,0.596,0.0,0.98,0.978,0.933
NVDA,0.885,0.953,0.973,0.975,0.963,0.627,0.98,0.0,0.977,0.941
PLUG,0.837,0.925,0.955,0.935,0.936,0.555,0.978,0.977,0.0,0.93
TSLA,0.862,0.881,0.963,0.924,0.895,0.713,0.933,0.941,0.93,0.0
