,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.521,0.658,0.646,0.538,0.714,0.557,-0.024,0.667,0.537
AAPL,0.521,0.0,0.676,0.723,0.644,0.886,0.7,-0.11,0.763,0.321
AMD,0.658,0.676,0.0,0.779,0.772,0.829,0.472,0.018,0.742,0.642
AMZN,0.646,0.723,0.779,0.0,0.627,0.874,0.795,-0.023,0.932,0.673
GOOGL,0.538,0.644,0.772,0.627,0.0,0.708,0.489,0.025,0.665,0.681
INTC,0.714,0.886,0.829,0.874,0.708,0.0,0.791,-0.057,0.89,0.571
MARA,0.557,0.7,0.472,0.795,0.489,0.791,0.0,-0.329,0.913,0.58
NVDA,-0.024,-0.11,0.018,-0.023,0.025,-0.057,-0.329,0.0,-0.223,0.003
PLUG,0.667,0.763,0.742,0.932,0.665,0.89,0.913,-0.223,0.0,0.69
TSLA,0.537,0.321,0.642,0.673,0.681,0.571,0.58,0.003,0.69,0.0
