,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.769,0.499,0.479,0.192,0.258,0.183,0.568,0.349,0.548
AAPL,0.769,0.0,0.063,0.118,-0.215,-0.191,-0.219,0.206,0.02,0.197
AMD,0.499,0.063,0.0,0.756,0.65,0.889,0.737,0.872,0.599,0.66
AMZN,0.479,0.118,0.756,0.0,0.82,0.802,0.849,0.912,0.583,0.858
GOOGL,0.192,-0.215,0.65,0.82,0.0,0.781,0.891,0.656,0.397,0.686
INTC,0.258,-0.191,0.889,0.802,0.781,0.0,0.917,0.819,0.733,0.757
MARA,0.183,-0.219,0.737,0.849,0.891,0.917,0.0,0.756,0.637,0.8
NVDA,0.568,0.206,0.872,0.912,0.656,0.819,0.756,0.0,0.664,0.826
PLUG,0.349,0.02,0.599,0.583,0.397,0.733,0.637,0.664,0.0,0.72
TSLA,0.548,0.197,0.66,0.858,0.686,0.757,0.8,0.826,0.72,0.0
