,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,-0.015,0.44,0.237,-0.53,0.062,-0.622,0.347,0.551,0.584
AAPL,-0.015,0.0,-0.379,0.853,0.542,0.794,0.43,0.704,-0.369,0.26
AMD,0.44,-0.379,0.0,-0.221,-0.464,-0.539,-0.488,0.16,0.86,0.585
AMZN,0.237,0.853,-0.221,0.0,0.337,0.735,0.309,0.609,-0.16,0.314
GOOGL,-0.53,0.542,-0.464,0.337,0.0,0.358,0.625,0.299,-0.655,-0.242
INTC,0.062,0.794,-0.539,0.735,0.358,0.0,0.378,0.601,-0.53,-0.072
MARA,-0.622,0.43,-0.488,0.309,0.625,0.378,0.0,0.087,-0.568,-0.278
NVDA,0.347,0.704,0.16,0.609,0.299,0.601,0.087,0.0,-0.022,0.532
PLUG,0.551,-0.369,0.86,-0.16,-0.655,-0.53,-0.568,-0.022,0.0,0.662
TSLA,0.584,0.26,0.585,0.314,-0.242,-0.072,-0.278,0.532,0.662,0.0
