,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,-0.734,0.403,0.897,0.738,-0.807,0.841,-0.551,0.812,0.781
AAPL,-0.734,0.0,0.028,-0.718,-0.499,0.833,-0.496,0.592,-0.474,-0.385
AMD,0.403,0.028,0.0,0.566,0.734,-0.085,0.736,-0.171,0.569,0.763
AMZN,0.897,-0.718,0.566,0.0,0.842,-0.727,0.91,-0.537,0.826,0.834
GOOGL,0.738,-0.499,0.734,0.842,0.0,-0.67,0.852,-0.711,0.807,0.911
INTC,-0.807,0.833,-0.085,-0.727,-0.67,0.0,-0.576,0.825,-0.582,-0.559
MARA,0.841,-0.496,0.736,0.91,0.852,-0.576,0.0,-0.409,0.827,0.928
NVDA,-0.551,0.592,-0.171,-0.537,-0.711,0.825,-0.409,0.0,-0.508,-0.523
PLUG,0.812,-0.474,0.569,0.826,0.807,-0.582,0.827,-0.508,0.0,0.886
TSLA,0.781,-0.385,0.763,0.834,0.911,-0.559,0.928,-0.523,0.886,0.0
