,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.173,-0.136,-0.779,-0.653,-0.85,0.547,0.142,0.469,-0.752
AAPL,0.173,0.0,0.369,-0.013,0.493,0.079,0.586,0.813,0.254,0.271
AMD,-0.136,0.369,0.0,0.345,0.38,0.343,0.269,0.362,0.303,0.236
AMZN,-0.779,-0.013,0.345,0.0,0.748,0.862,-0.38,-0.063,-0.203,0.84
GOOGL,-0.653,0.493,0.38,0.748,0.0,0.821,0.078,0.391,-0.181,0.887
INTC,-0.85,0.079,0.343,0.862,0.821,0.0,-0.298,-0.037,-0.377,0.856
MARA,0.547,0.586,0.269,-0.38,0.078,-0.298,0.0,0.467,0.54,-0.203
NVDA,0.142,0.813,0.362,-0.063,0.391,-0.037,0.467,0.0,0.252,0.258
PLUG,0.469,0.254,0.303,-0.203,-0.181,-0.377,0.54,0.252,0.0,-0.205
TSLA,-0.752,0.271,0.236,0.84,0.887,0.856,-0.203,0.258,-0.205,0.0
